claim_id,section,sentence,metric_type,value,context_keys
R128,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='FinBERT' col='Δ' cell='+0.052' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.052,FinBERT
R129,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Mistral-7B (A/3-shot)' col='Model (best config)' cell='Mistral-7B (A/3-shot)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,shot
R130,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Mistral-7B (A/3-shot)' col='F1ₘ @ 75%-agree' cell='0.890' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.890,shot
R131,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Mistral-7B (A/3-shot)' col='F1ₘ @ 100%-agree' cell='0.937' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.937,shot
R132,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Mistral-7B (A/3-shot)' col='Δ' cell='+0.047' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.047,shot
R133,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Qwen2.5-7B (A/3-shot)' col='Model (best config)' cell='Qwen2.5-7B (A/3-shot)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,shot
R134,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Qwen2.5-7B (A/3-shot)' col='F1ₘ @ 75%-agree' cell='0.832' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.832,shot
R135,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Qwen2.5-7B (A/3-shot)' col='F1ₘ @ 100%-agree' cell='0.928' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.928,shot
R136,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 5] row='Qwen2.5-7B (A/3-shot)' col='Δ' cell='+0.096' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.096,shot
R137,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='plutus-8B (A/3-shot, financial)' col='Model (best config)' cell='plutus-8B (A/3-shot, financial)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",count,8B,shot
R138,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='plutus-8B (A/3-shot, financial)' col='F1ₘ @ 75%-agree' cell='0.829' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.829,shot
R139,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='plutus-8B (A/3-shot, financial)' col='F1ₘ @ 100%-agree' cell='0.851' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.851,shot
R140,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='plutus-8B (A/3-shot, financial)' col='Δ' cell='+0.022' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.022,shot
R141,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='VADER (lexicon, no learning)' col='F1ₘ @ 75%-agree' cell='0.469' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.469,VADER
R142,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='VADER (lexicon, no learning)' col='F1ₘ @ 100%-agree' cell='0.483' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.483,VADER
R143,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"[Table 5] row='VADER (lexicon, no learning)' col='Δ' cell='+0.014' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement)",f1_macro,0.014,VADER
R144,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Every learned model improves on the unanimous gold — the general LLMs and FinBERT by ~5–10 F1 points (Qwen +9.6, FinBERT +5.2, Mistral +4.7) — because most of their “errors” on the 75% set were on the sentences humans themselves disagreed about, a textbook demonstration that label quality, not just the model, sets the ceiling.",f1_macro,10,FinBERT
R145,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Every learned model improves on the unanimous gold — the general LLMs and FinBERT by ~5–10 F1 points (Qwen +9.6, FinBERT +5.2, Mistral +4.7) — because most of their “errors” on the 75% set were on the sentences humans themselves disagreed about, a textbook demonstration that label quality, not just the model, sets the ceiling.",f1_macro,9.6,FinBERT
R146,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Every learned model improves on the unanimous gold — the general LLMs and FinBERT by ~5–10 F1 points (Qwen +9.6, FinBERT +5.2, Mistral +4.7) — because most of their “errors” on the 75% set were on the sentences humans themselves disagreed about, a textbook demonstration that label quality, not just the model, sets the ceiling.",f1_macro,5.2,FinBERT
R147,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Every learned model improves on the unanimous gold — the general LLMs and FinBERT by ~5–10 F1 points (Qwen +9.6, FinBERT +5.2, Mistral +4.7) — because most of their “errors” on the 75% set were on the sentences humans themselves disagreed about, a textbook demonstration that label quality, not just the model, sets the ceiling.",f1_macro,4.7,FinBERT
R148,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Every learned model improves on the unanimous gold — the general LLMs and FinBERT by ~5–10 F1 points (Qwen +9.6, FinBERT +5.2, Mistral +4.7) — because most of their “errors” on the 75% set were on the sentences humans themselves disagreed about, a textbook demonstration that label quality, not just the model, sets the ceiling.",f1_macro,75%,FinBERT
R149,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"A lexicon that does no learning barely moves (+0.014), confirming the gains are real model behaviour on cleaner labels, not an artefact of an easier subset.",f1_macro,0.014,
R150,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"The financial model gains the least — and falls further behind. plutus-8B improves only +0.022, the smallest of any learned model.",count,8B,
R151,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"The financial model gains the least — and falls further behind. plutus-8B improves only +0.022, the smallest of any learned model.",f1_macro,0.022,
R152,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,f1_macro,0.851,
R153,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,f1_macro,0.937,
R154,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,percent,8.6 points,
R155,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,f1_macro,0.928,
R156,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,other,7.7,
R157,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,percent,6-point,
R158,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,percent,0.3-point,
R159,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,On the cleanest gold the gap actually widens: plutus (0.851) now trails Mistral (0.937) by 8.6 points and Qwen (0.928) by 7.7 — versus a 6-point / 0.3-point gap on the 75% set.,percent,75%,
R160,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",percent,95%,
R161,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.806,
R162,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.894,
R163,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.908,
R164,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.964,
R165,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.896,
R166,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",f1_macro,0.955,
R167,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"And here the gap is statistically real: on AllAgree plutus’s 95% CI [0.806, 0.894] does not overlap Mistral’s [0.908, 0.964] or Qwen’s [0.896, 0.955], whereas on the 75% set the top models’ CIs all overlapped.",percent,75%,
R168,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 6. Results — sentiment > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"(A no-GPU cross-check that instead filters the existing 75%-agree predictions to their unanimous-agreement subset — eval_allagree.py — gives the same ranking and the same direction, an independent confirmation.)",percent,75%,
R169,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,NER: plutus-8B is worst on both datasets,count,8B,
R170,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,FiNER-ORD (entity strict micro-F1; all models on the same 300-sentence test subsample):,f1_macro,300,FiNER-ORD
R171,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen2.5-7B-Instruct' col='Model' cell='Qwen2.5-7B-Instruct' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,Instruct
R172,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen2.5-7B-Instruct' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,Instruct
R173,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen2.5-7B-Instruct' col='strict-F1' cell='0.628' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.628,Instruct
R174,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen2.5-7B-Instruct' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,Instruct
R175,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-8B' col='Model' cell='Qwen3-8B' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,8B,
R176,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-8B' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,
R177,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-8B' col='strict-F1' cell='0.603' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.603,
R178,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-8B' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,
R179,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-small (specialist)' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,GLiNER
R180,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-small (specialist)' col='strict-F1' cell='0.594' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.594,GLiNER
R181,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-small (specialist)' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,GLiNER
R182,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-large (specialist)' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,GLiNER
R183,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-large (specialist)' col='strict-F1' cell='0.561' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.561,GLiNER
R184,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='GLiNER-large (specialist)' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,GLiNER
R185,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Mistral-7B-Instruct-v0.3' col='Model' cell='Mistral-7B-Instruct-v0.3' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,Instruct
R186,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Mistral-7B-Instruct-v0.3' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,Instruct
R187,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Mistral-7B-Instruct-v0.3' col='strict-F1' cell='0.535' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.535,Instruct
R188,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Mistral-7B-Instruct-v0.3' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,Instruct
R189,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-4B' col='Model' cell='Qwen3-4B' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,4B,
R190,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-4B' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,
R191,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-4B' col='strict-F1' cell='0.494' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.494,
R192,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='Qwen3-4B' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,
R193,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='plutus-8B-instruct (financial)' col='Model' cell='plutus-8B-instruct (financial)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,8B,Instruct
R194,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='plutus-8B-instruct (financial)' col='n' cell='300' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,300,Instruct
R195,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='plutus-8B-instruct (financial)' col='strict-F1' cell='0.365' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.365,Instruct
R196,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 6] row='plutus-8B-instruct (financial)' col='coverage' cell='0.853' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,0.853,Instruct
R197,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"FIN / Alvarado-2015 (entity micro-F1, 98 examples):",f1_macro,98,
